Delta,Theta,Alpha,Beta,Gamma,Emotion
14.0660159014034,6.590480030936048,12.096631742386029,15.462726146165021,4.244693954937278,Happy
5.0524975589325125,1.5419291542867366,17.984677750805364,8.969404768189838,1.1912851160143147,Happy
16.636732431412767,0.7473109858994316,22.347246099791708,11.806613884182246,3.8035718997366104,Tired
12.77849979133523,9.19590360971338,22.648348068628444,2.4833131293394928,3.4302883253306296,Sad
9.774138608385366,13.40368239276284,13.369147575437529,16.909394405050406,0.613853321811891,Tired
9.444640384563389,1.5081877785284323,13.384170180877396,20.821371527921805,0.8203480547339705,Tired
4.563390047747619,11.108912160258546,16.89378035239083,13.16065404158408,3.63611111674991,Angry
0.7253367722226585,7.150759415431078,10.848323064734581,15.60600650288444,2.4995560815419986,Tired
0.9029394394479247,12.22224418948091,24.048108905994,4.25364058050848,5.473274267142347,Sad
7.623607803291835,7.346148684028563,1.1068571991139335,3.7130758688999768,0.8237817975448105,Angry
17.35967469431036,5.088583002058409,9.573214231172784,6.202063785191494,5.76026245947754,Tired
12.848247618815202,5.5423976246085065,3.198633872023566,16.86964607240136,9.852980343529058,Tired
15.775532429296444,5.993085541712953,20.904786633696947,6.742824468569242,4.005314306128189,Sad
11.846315783365716,7.497868209845561,4.2670723102693,13.699815887346766,1.5160274508639924,Happy
10.031008286594659,8.089286883375372,4.940484139641367,16.821009874468686,2.8746957272284184,Tired
17.39572844698268,0.8409531566090656,13.260723434721546,7.100232656799007,5.15482317017617,Sad
9.612691375858489,14.016334486027949,6.7610196178360695,19.39290983057144,4.009252082280548,Sad
8.437234490976532,1.7551646243656613,13.122680828963444,21.93431578805081,3.254385570382057,Tired
17.22788726036084,6.891496623204349,7.152904236560099,7.055302720048402,3.575230710353073,Angry
16.288820818663126,4.1449106163745615,12.202742287750512,5.917918535070504,3.304879638547106,Angry
1.8135699086014307,7.37790884535132,3.4011571862207153,10.460191684827723,5.330156329514235,Tired
7.130051421382559,1.624963264466484,8.997838604091383,22.512187080785658,8.058899057231617,Angry
18.602614188747786,9.026149265112569,17.019691929269886,11.425903539269378,5.7665223473804215,Tired
2.0904754038510323,3.9461775966953323,28.061107051256702,17.769229066352697,3.4833226182595025,Angry
1.206074135163925,12.155436334103282,9.329619925701426,22.346240005498856,9.188854170080605,Happy
13.477171672243117,4.277961369907423,20.01904750083386,20.20622631406998,7.553023633211216,Angry
17.510456064571972,11.458562441657076,15.098551452193858,14.553077274203591,5.5595286233659795,Happy
10.805026009189909,2.9037763683509143,13.96813134082276,9.354169283402767,7.013191692674669,Sad
1.9723969203028795,9.542776447675084,11.671852367106363,12.274522709278585,0.9963992766914542,Tired
19.93445868869139,7.370052914995663,9.97693437103035,16.15052486379645,0.8290358604380131,Sad
2.777244645441467,14.899923985880326,18.115185225023353,9.797741170227106,8.11043912513726,Happy
2.943367596435633,9.049417641296134,29.810528102347902,4.0488317362763135,4.187160201626378,Happy
12.314015005885398,10.727541566705897,21.96558418409868,22.8282414015976,9.021450896174771,Sad
0.5430752067653682,12.092930824680744,22.266791439593405,5.978532040202133,1.5593092225513518,Happy
1.545743815007266,12.628900048357524,7.289582421837705,23.385463315239313,7.765741404623242,Sad
15.440613248597044,7.5065044232073515,20.361710693489393,21.85841199681311,5.474893160520802,Happy
16.224020272151677,4.306062001774256,29.4611939020898,24.86291851821479,9.208582718220525,Sad
2.414783839037904,12.015687485407033,7.753730724991529,21.45586720820923,2.7815843582700257,Sad
10.286706313378806,3.7847782830736456,12.709964489283324,2.405147620016532,7.835011510835082,Angry
16.645283580444286,4.604977268492376,23.01765436934501,11.247562629628812,9.3751719071194,Sad
6.518013584803589,0.6513199531047518,14.46230049699774,12.687932425523535,3.8645027596095534,Angry
11.74301294381625,10.49302580172901,3.2756705356532496,13.087376296930778,3.394357880575644,Happy
4.576582513771599,10.393817169700224,3.433169063450561,24.40187190125945,8.239291942465435,Tired
9.914940474132138,12.002993301038794,23.76378354391659,24.873211910736572,1.8343847534991535,Happy
19.140424766585927,5.904429746673863,21.832118669381575,24.82768139269334,2.301761983082355,Angry
8.363912558563383,8.224875315874804,24.16234590716892,14.183497317686466,6.44675999815683,Sad
13.627369227274745,14.678476889328781,9.10333199923206,21.49142567789464,5.201472764363122,Happy
10.264254229919818,4.603655772097524,5.38519078607416,15.601959853130278,5.451085127392563,Angry
14.303954503059735,3.3421718950051065,10.484138156801654,16.201537855378582,7.875437397646646,Sad
17.553777029987746,7.174555753210929,22.227735832799347,13.443849470464812,8.860633904171962,Tired
11.746111611852552,7.583760224145151,29.802681033066413,12.348399959129791,7.6333794906004275,Angry
7.437257119891333,5.824719572703886,13.057980629734033,14.44689669007393,1.7292309503717247,Happy
13.765482837187156,4.696259099758723,13.71750367013426,14.998359648336166,1.9288125027176812,Angry
0.8387915049612712,14.562162116887478,2.642967847536104,7.720652206025342,5.470181168987261,Sad
9.300196500647257,1.4369199232953818,18.783298778386424,11.312226939916854,2.3607395905640542,Tired
14.774375387604215,7.865695929777284,28.514922678274367,2.017284310819899,2.965684149785784,Happy
8.190589224610397,7.9082966816501745,25.927002470747897,7.084609097795645,5.369980508043114,Sad
19.158629844078842,11.946749343286715,21.467593332858172,23.317730034742397,4.242227969647966,Sad
18.003818445741516,4.103782516192351,14.900989218930201,2.5283008519164802,2.4833867772003386,Happy
14.793892118906351,6.748694618505509,23.26037422846053,23.958909693545387,6.9409892580927846,Sad
5.321214550776314,12.737990926402029,7.358582250788604,11.449721069060953,6.577222906741227,Tired
3.491705136176652,5.215967196291772,1.1881965174373739,1.9114527914507518,2.1933200507727575,Tired
4.566203221192262,9.681762449003605,5.575534464523166,9.247423733792957,4.352956599286981,Sad
3.8943431476193195,8.322062635640812,16.247192579597417,4.656798778494332,9.787846485593098,Happy
16.156413804361648,11.326042471166373,24.46464123029112,14.78536807780334,9.56264101339223,Tired
10.388339888280093,1.467860709318927,15.829041494791705,1.3423452029632674,0.3975475019054906,Tired
1.2053449973309094,5.589320087059369,11.289548557047798,9.890879293274223,3.816379542715966,Tired
18.275682972223475,8.163683123229994,16.66178290169719,9.314879354679881,0.6773173518935439,Angry
3.341847326681461,10.01489478371641,8.881189071257367,9.552196120599596,5.873632909979825,Angry
11.57240079628774,9.586321996154702,22.87591783991945,4.046992254079097,7.0008988846490405,Sad
18.284420249397563,13.196820121465406,16.427431074566947,7.087274121059142,2.882732548503268,Sad
12.368303402545331,3.6204637038939715,26.629784127531025,20.79005810129222,7.71369064745684,Happy
6.024637560105417,4.747790937793593,4.339292544736707,13.473542057078138,6.618583589173278,Tired
8.574227697265878,14.766707501904577,6.690960314776567,15.319974276106068,7.819373056369523,Angry
9.091322921112821,7.090503090134971,25.213365621885536,14.51827802764568,6.518033366807871,Happy
15.027675773828499,5.048679451465416,21.577704611189983,23.35407947353229,2.3019183588439853,Sad
6.650872206056512,8.354915385175698,26.336165152492878,2.365186663359828,0.8785325717316756,Tired
4.300726887209126,5.034079649176354,9.267007206737562,22.779800989911216,5.875888442614076,Tired
4.806151409703609,7.342797779912458,29.661759852848796,3.9571096933296737,2.004126882654482,Tired
14.693238991239728,2.513252899501605,23.083450003908602,1.0451184149690986,0.5070600406018195,Happy
15.467092909665125,2.8105465240692786,20.625843192502582,16.56405775365284,1.2979289389188342,Tired
0.7121651590528582,8.934132014134711,6.713902231501397,4.232165652334853,9.54880588361767,Angry
10.890575823290723,1.2916364457501948,23.387601338771834,14.151800405361282,3.6773895311159652,Angry
6.160946003855804,5.968521904870678,22.92128814638041,16.96707750285255,5.566048040700798,Happy
17.34132017874717,13.90525997270657,6.505942842971014,6.547959421498504,5.97909885569509,Happy
